"","PID","SCH_CODE","QU_AGREE1","QU_AGREE2","SEX","Q1A1","Q1A2","Q1A3","Q1A4","Q1A5","Q1A6","Q1A7","Q1A8","Q1A9","Q1A10","Q1A11","Q1A12","Q1A13","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q2A7","Q2A8","Q2A9","Q3A1","Q3A2","Q3A3","Q3A4","Q3A5","Q3A6","Q3A7","Q3A8","Q3A9","Q3A10","Q3A11","Q3A12","Q3A13","Q3A14","Q3A15","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4A8","Q4A9","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q5","Q5_OTHERS","Q6","Q6_OTHERS","Q7A1","Q7A2","Q7A3","Q7A4","Q7A5","Q7A6","Q7A7","Q8A1","Q8A2","Q8A3","Q8A4","Q8A5","Q8A6","Q8A7","Q8A8","Q8A9","Q8A10","Q9A1","Q9A2","Q9A3","Q9A4","Q9A5","Q9A6","Q9A7","Q9A8","BQ1A1","BQ1A1_N","BQ1A2","BQ1A2_N","BQ1A3","BQ1A3_N","BQ1A4","BQ1A4_N","BQ1A5","BQ1A5_N","BQ1A6","BQ1A6_N","BQ1A7","BQ1A7_N","BQ1A8","BQ1A8_N","BQ1A9","BQ1A9_N","BQ1A10","BQ1A10_N","BQ1A11","BQ1A11_N","BQ1A11_OTHERS","BQ2","BQ2_1","BQ3A1","BQ3A2","BQ4","BQ5A1","BQ5A2","BQ5A3","DM1","DM2","DM3","DM4","DM5","DM6","obsn","wgt_a","wgt_b"
"4622",302025,3020,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,0,1,2,2,0,1,1,1,2,1,2,2,0,"                                                                                                    ",2,9,1,1,8,1,1,1,1,1,1,3,1,11,4622,1212.50287354132,1.76477948178032
"4623",302026,3020,1,1,1,3,3,3,3,2,2,2,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"없음                                                                                                                                                  ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,2,4,2,4,2,2,2,2,2,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,8,1,1,1,1,1,1,3,1,11,4623,1212.50287354132,1.76477948178032
"4624",302027,3020,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,5,5,5,5,5,5,1,1,1,3,1,1,1,1,1,1,3,2,3,2,3,3,3,3,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,1,1,1,3,1,11,4624,1212.50287354132,1.76477948178032
"4625",302101,3021,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,1,2,1,1,2,2,3,2,1,1,2,2,1,3,2,3,3,3,4,1,1,2,4,3,2,1,4,4,3,2,4,2,2,3,5,"골목아저씨                                                                                                                                            ",3,"                                                                                                                                                      ",5,4,3,4,5,3,2,4,2,2,5,3,2,2,4,2,1,3,3,4,3,4,2,2,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,6,9,1,1,1,1,1,1,2,1,11,4625,655.234762062534,0.953684225473106
"4626",302102,3021,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,1,2,1,2,1,2,3,1,3,2,"                                                                                                                                                      ",7,"                                                                                                                                                      ",2,5,5,4,3,2,3,2,2,4,4,2,4,5,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,2,1,1,2,1,11,4626,758.079226684461,1.10337277874586
"4627",302103,3021,1,1,2,2,2,2,3,1,4,2,3,2,2,2,2,2,4,4,4,3,3,4,3,3,3,1,1,1,2,1,5,1,1,1,3,1,1,1,3,4,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,2,"                                                                                                                                                      ",5,"                                                                                                                                                      ",3,4,4,3,3,3,3,3,2,2,3,2,3,2,2,3,2,4,1,3,2,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,2,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,2,1,1,2,1,11,4627,758.079226684461,1.10337277874586
"4628",302104,3021,1,1,2,2,2,3,3,4,5,2,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,2,3,4,3,2,3,3,4,4,4,3,2,2,4,5,4,4,4,4,2,4,1,5,5,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",3,4,5,3,3,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,2,1,1,2,1,11,4628,758.079226684461,1.10337277874586
"4629",302105,3021,1,1,2,2,3,2,3,1,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,3,4,4,2,2,2,2,4,1,1,2,4,4,3,3,2,2,"                                                                                                                                                      ",1,"                                                                                                                                                      ",3,4,3,4,3,4,3,2,2,2,2,4,4,4,4,2,2,2,1,1,2,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,2,1,1,2,1,11,4629,758.079226684461,1.10337277874586
"4630",302106,3021,1,1,2,5,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,4,2,2,2,2,2,2,2,2,2,5,4,4,4,3,1,2,1,1,1,1,1,4,4,1,2,2,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,4,3,4,4,4,4,1,1,1,1,1,1,5,3,3,3,3,3,3,4,2,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,8,1,1,1,2,1,1,2,1,11,4630,758.079226684461,1.10337277874586
"4631",302108,3021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,5,4,5,4,4,1,1,4,4,4,4,1,"                                                                                                                                                      ",8,"외국인, 타인종                                                                                                                                        ",4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,0,2,0,1,1,2,0,1,3,1,3,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,1,1,2,1,11,4631,655.234762062534,0.953684225473106
"4632",302109,3021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,3,3,2,5,5,5,5,5,4,2,2,4,4,3,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,4,1,1,5,2,1,5,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,1,1,1,1,2,0,"                                                                                                    ",2,9,1,1,8,1,1,1,1,1,1,2,1,11,4632,655.234762062534,0.953684225473106
"4633",302111,3021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,2,2,3,2,1,3,4,3,3,4,3,2,5,4,3,5,3,2,3,5,3,4,1,3,4,2,4,4,4,3,4,4,2,5,5,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,3,3,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,1,1,2,1,11,4633,655.234762062534,0.953684225473106
"4634",302112,3021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,4,4,2,1,3,4,2,1,2,4,3,2,4,3,3,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,9,1,1,1,1,1,1,2,1,11,4634,655.234762062534,0.953684225473106
"4635",302113,3021,1,1,1,1,1,1,2,1,5,1,3,2,1,1,1,1,4,5,5,4,4,4,4,4,3,2,2,2,2,9,1,2,2,2,3,1,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,2,4,5,4,3,2,2,2,2,2,2,3,4,4,1,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,99,1,1,1,1,1,1,2,1,11,4635,655.234762062534,0.953684225473106
"4636",302114,3021,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,3,2,1,4,3,3,3,5,4,5,2,2,4,2,1,1,2,1,1,2,1,4,2,4,3,5,1,3,2,2,4,3,2,1,2,5,5,2,"                                                                                                                                                      ",6,"                                                                                                                                                      ",3,4,4,3,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,4,10,1,1,1,1,1,1,2,1,11,4636,655.234762062534,0.953684225473106
