"","nsp","hom","cm","my"
"1259",4,2,4,3.6
"1260",4,4.09090909090909,4,4.2
"1261",1,1,1.57142857142857,1.8
"1262",3.88888888888889,2.90909090909091,3,3
"1263",3.66666666666667,3,5,2.7
"1264",3,3.18181818181818,4,2.3
"1265",1,1.36363636363636,1,3
"1267",4.44444444444444,3,4.57142857142857,3.3
"1268",4,3.45454545454545,4,2.7
"1269",3,3,5,3.3
"1270",3.77777777777778,3.45454545454545,3.85714285714286,2.5
"1271",4.33333333333333,2.72727272727273,4.42857142857143,3.1
"1272",3.11111111111111,2.54545454545455,3.71428571428571,1.8
"1273",1,1.63636363636364,5,3.3
"1274",3.77777777777778,2.36363636363636,3.85714285714286,2.3
"1275",3.44444444444444,2.81818181818182,3.14285714285714,2.5
"1276",3,3,3,3
"1277",3.33333333333333,3.18181818181818,4,3.5
"1278",3.11111111111111,2.45454545454545,3.42857142857143,2.4
"1279",3.77777777777778,2.36363636363636,3.14285714285714,3
"1280",3.11111111111111,2.45454545454545,4.85714285714286,3.4
"1281",4.55555555555556,3.54545454545455,4.57142857142857,2.9
"1282",3,3,3,2.8
"1283",2.88888888888889,2,3.28571428571429,3.1
"1284",3.33333333333333,3.09090909090909,4,3.2
"1285",4,2.72727272727273,4.14285714285714,3.3
"1286",4,3.09090909090909,4,3.2
"1287",3.11111111111111,3.90909090909091,4,2.6
"1288",2.33333333333333,2.45454545454545,4.28571428571429,3.6
"1289",4.44444444444444,2.09090909090909,5,3.2
"1290",1,1,4,1.8
"1291",4,3.90909090909091,3.71428571428571,1.7
"1292",4.77777777777778,3.63636363636364,5,2.8
"1293",4.11111111111111,2.18181818181818,5,2.6
"1294",2.11111111111111,2.54545454545455,3.42857142857143,3.1
"1295",3.44444444444444,2.36363636363636,3.71428571428571,2.5
"1296",3.66666666666667,1.81818181818182,3.28571428571429,2.2
"1297",3,2.27272727272727,3.28571428571429,3
"1298",3,3,5,1.8
"1299",3,2.90909090909091,3,1.8
"1300",2.88888888888889,2.18181818181818,5,1.8
"1301",3.88888888888889,3.63636363636364,2.57142857142857,2.4
"1302",4.55555555555556,1.45454545454545,3.42857142857143,2.8
"1303",3.33333333333333,2.09090909090909,1,2.9
"1304",3,3,3,3.3
"1305",3.88888888888889,2.90909090909091,4.14285714285714,3.1
"1306",3,2.45454545454545,3.85714285714286,3.1
"1307",2.22222222222222,2,3.14285714285714,2.2
"1308",3.11111111111111,1,5,1.8
"1309",2.88888888888889,1.63636363636364,3,3.1
"1310",3.44444444444444,1.72727272727273,2.85714285714286,2.4
"1311",2.55555555555556,2.09090909090909,2.42857142857143,2.8
"1312",3.22222222222222,1.45454545454545,4,1.7
"1313",3,3.36363636363636,3,1.8
"1314",3,2.18181818181818,3.71428571428571,2.3
"1315",1.88888888888889,1.27272727272727,1,1.8
"1316",4.33333333333333,2.63636363636364,3.42857142857143,3
"1317",4.66666666666667,3.36363636363636,2.28571428571429,3.7
"1318",3.88888888888889,2.72727272727273,4,1.8
"1319",3.77777777777778,3,5,3
"1320",3.11111111111111,1.36363636363636,4.28571428571429,2.8
"1321",3.33333333333333,2.45454545454545,3,3.1
"1322",3.77777777777778,3.27272727272727,5,3.1
"1323",5,4.09090909090909,5,4
"1324",2,3.18181818181818,3,3.1
"1325",4.11111111111111,3.45454545454545,4,3
"1326",3.33333333333333,3.09090909090909,1,2.6
"1327",3.88888888888889,3,4,3.1
"1328",3.55555555555556,3.09090909090909,5,2
"1329",2.33333333333333,1,4,1.6
"1330",4.44444444444444,3.54545454545455,2.57142857142857,2.7
"1331",5,4.18181818181818,5,3.3
"1332",3.66666666666667,2.36363636363636,4,3.7
"1333",2.33333333333333,1.90909090909091,2.42857142857143,3
"1334",3,3,3.57142857142857,2.1
"1335",3.44444444444444,3.18181818181818,4.14285714285714,1.8
"1336",3.55555555555556,3,3.42857142857143,3.1
"1337",3.77777777777778,3.36363636363636,3.85714285714286,3.1
"1338",3.44444444444444,4.09090909090909,4,1.5
"1340",3,2.90909090909091,4,3.2
"1341",1.44444444444444,2.81818181818182,4,3.4
"1342",3.22222222222222,2.36363636363636,4,1.2
"1343",3.11111111111111,2.09090909090909,3,1.9
"1344",3.55555555555556,2.81818181818182,3,3
"1345",1.88888888888889,2.27272727272727,4,1
"1346",2.55555555555556,1.81818181818182,4.28571428571429,2.4
"1347",2.11111111111111,2,4,1.8
"1348",3,2.54545454545455,4.57142857142857,3
"1349",3,2.09090909090909,5,3
"1350",3.77777777777778,3,4,3
"1351",4,3.18181818181818,4.42857142857143,4
"1352",4,3.27272727272727,4.28571428571429,3.2
"1353",3,3.09090909090909,4,2.9
"1354",3.88888888888889,3.81818181818182,4.28571428571429,2.5
"1355",3.33333333333333,3,3.85714285714286,3.5
"1356",3.33333333333333,2.18181818181818,2.85714285714286,3
"1357",4,1,2,3.9
"1358",3.77777777777778,4.09090909090909,4.57142857142857,3.1
"1359",4.33333333333333,2.09090909090909,3,3.1
"1360",3,2.36363636363636,3.42857142857143,3
"1361",3.66666666666667,1,4,4.1
"1362",2.88888888888889,2.18181818181818,4.28571428571429,3
"1363",2.77777777777778,2.81818181818182,3.28571428571429,1.8
"1364",3.77777777777778,3.27272727272727,3.85714285714286,3.5
"1365",3.66666666666667,3.63636363636364,4,2.9
"1366",2.88888888888889,3.09090909090909,5,3
"1367",4,3.18181818181818,4.71428571428571,3.7
"1368",2.77777777777778,3.18181818181818,3.42857142857143,3.1
"1369",3.88888888888889,3.09090909090909,4.14285714285714,3
"1370",2.33333333333333,2,3.28571428571429,3
"1371",4.11111111111111,3.63636363636364,4.71428571428571,3
"1372",5,1.63636363636364,4,3
"1373",3.33333333333333,1.90909090909091,4.42857142857143,3.1
"1374",4.77777777777778,4.81818181818182,4.85714285714286,3.6
"1375",1,3,4,1.8
"1376",2.88888888888889,2.45454545454545,3.57142857142857,1.8
"1377",3.55555555555556,3.18181818181818,4.57142857142857,3
"1378",1.88888888888889,1,3,1.8
"1379",1,2,3.42857142857143,1.8
"1380",4,2.90909090909091,4,3.1
"1381",1,1,1.57142857142857,1.7
"1382",3.88888888888889,1.54545454545455,4,3
"1383",3.33333333333333,2.45454545454545,4,3
"1384",1.11111111111111,1.90909090909091,4,2.3
"1385",1,1,5,1.8
"1386",3,2.81818181818182,3,3.1
"1387",2.22222222222222,2.45454545454545,3.85714285714286,3
"1388",3.44444444444444,3.27272727272727,3.71428571428571,3.5
"1389",3.11111111111111,2.72727272727273,3.85714285714286,1.8
"1390",4,3,3.85714285714286,2.4
"1391",3.55555555555556,2.81818181818182,4,3
"1392",3.33333333333333,3,4,2.6
"1393",2.55555555555556,2.18181818181818,3.57142857142857,3
"1394",1,1,1.85714285714286,3.5
"1395",1,2.09090909090909,4,3
"1396",3,2,4,2.6
"1397",3,3.09090909090909,4,3.3
"1398",1.33333333333333,1.09090909090909,3.85714285714286,1.8
"1399",3.55555555555556,1,3,2.8
"1400",4,3.27272727272727,4,3
"1401",3.88888888888889,3.90909090909091,5,4
"1402",1,1,5,1.8
"1403",3.88888888888889,3.90909090909091,4,4.7
"1404",4,2.09090909090909,4.28571428571429,3
"1405",2.33333333333333,2,4,2.3
"1406",4,3.36363636363636,4.28571428571429,3.2
"1407",4,3.09090909090909,2,4.1
"1408",1,1.72727272727273,3,2.9
"1409",3.22222222222222,2.81818181818182,3,3.1
"1410",2.55555555555556,1.36363636363636,3,3.4
"1411",3.66666666666667,2.36363636363636,3.71428571428571,2.7
"1412",4,2.27272727272727,3.85714285714286,3.1
"1413",3.22222222222222,3,4,1.7
"1414",3.88888888888889,2.45454545454545,5,1.8
"1415",4.11111111111111,3.45454545454545,4.57142857142857,3.3
"1416",4.22222222222222,3.09090909090909,5,4.1
"1417",3.77777777777778,3.36363636363636,5,1.9
"1418",2.66666666666667,4.45454545454545,5,3.8
"1419",3.33333333333333,2.81818181818182,3.85714285714286,2
"1420",2,2.54545454545455,4,3.5
"1421",3.11111111111111,2.54545454545455,4.28571428571429,2.2
"1422",2.11111111111111,1.27272727272727,3,1.6
"1423",2.55555555555556,3,3,2.4
"1424",4.44444444444444,2.09090909090909,5,1.8
"1425",3,3,5,1.8
"1426",3,3.18181818181818,4.28571428571429,3
"1427",2.22222222222222,1.63636363636364,4,3
"1428",1.22222222222222,1,1,1.3
"1429",4,3,4,3
"1430",1.11111111111111,1,4,2.4
"1431",3.88888888888889,3.18181818181818,4,2.8
"1432",5,4.18181818181818,5,3.4
"1433",4.77777777777778,3.54545454545455,4.71428571428571,3.5
"1434",3.11111111111111,2,4,1.8
"1435",2.44444444444444,1.72727272727273,3.42857142857143,1.8
"1436",2.88888888888889,2.36363636363636,4.28571428571429,3.2
"1437",3.22222222222222,3,3,3
"1438",3,2.18181818181818,3,1.8
"1439",4,2.27272727272727,3.28571428571429,2.5
"1440",4.11111111111111,1,3,1.8
"1441",4,4,4,1.8
"1442",3,3.54545454545455,4,3
"1443",3,3,5,1.8
"1444",4,3.27272727272727,3.57142857142857,2.1
"1445",3.22222222222222,2.36363636363636,4,4.1
"1446",2,2.27272727272727,3.14285714285714,2.4
"1447",3,3.27272727272727,3.85714285714286,2.7
"1448",2,1.81818181818182,4,3.2
"1449",4,3,3.85714285714286,2.6
"1450",4.33333333333333,3.18181818181818,4,3.4
"1451",5,4,4.71428571428571,3.5
"1452",2,1.81818181818182,3.71428571428571,2.1
"1453",3.88888888888889,3.09090909090909,1.71428571428571,2.5
"1454",4.11111111111111,3.72727272727273,4.71428571428571,3.2
"1455",4.55555555555556,2.36363636363636,3.57142857142857,3
"1456",3.77777777777778,2.36363636363636,3,2.1
"1457",3,2,4,2.7
"1458",2.44444444444444,3,4,2.4
"1459",3,2.63636363636364,2,3
"1460",4,4.18181818181818,2.42857142857143,3
"1461",2,2.18181818181818,3.28571428571429,1.8
"1462",3.77777777777778,3.36363636363636,4,1.4
"1463",3.44444444444444,2.90909090909091,4,3.1
"1464",4,3.18181818181818,5,1.3
"1465",3,3.18181818181818,3,2
"1467",2.66666666666667,2.09090909090909,3,2.6
"1468",3.66666666666667,3.27272727272727,4.28571428571429,3.2
"1469",4.11111111111111,1.36363636363636,3.85714285714286,2.6
"1470",3,3,3,3
"1471",4,2.63636363636364,3,2.9
"1472",3,3,3,3
"1473",3.77777777777778,2.63636363636364,4,2
"1474",4.11111111111111,3,3.85714285714286,2
"1475",4.22222222222222,1.90909090909091,1.28571428571429,1.5
"1476",1,3,4,1.8
"1477",3,3.27272727272727,4,2.4
"1478",2.77777777777778,2.27272727272727,2.57142857142857,2.4
"1479",1,1,1,1.8
"1480",3.44444444444444,2.72727272727273,3.14285714285714,2.3
"1481",3,3.18181818181818,4,3
"1482",3.66666666666667,1.72727272727273,4,2
"1483",4,3.36363636363636,4,1.8
"1484",4.88888888888889,2.81818181818182,2.42857142857143,2.4
"1485",2.22222222222222,1.18181818181818,3,1.5
"1486",3.88888888888889,3.36363636363636,3,2.5
"1487",3.55555555555556,3.18181818181818,3.57142857142857,3
"1488",5,3,4,2.9
"1489",2,3.09090909090909,4,3.5
"1490",3.44444444444444,1.54545454545455,3,1.8
"1491",3.11111111111111,1.27272727272727,3.28571428571429,1.9
"1492",3,2.09090909090909,4,1.5
"1493",2,2.72727272727273,3,3.6
"1494",3,1.18181818181818,5,4.2
"1495",4,3,3,2.4
"1496",4,3,4,3.5
"1497",5,3.09090909090909,5,1.8
"1498",3.55555555555556,3.27272727272727,3.42857142857143,3.2
"1499",4.55555555555556,1.63636363636364,2.14285714285714,2.5
"1500",3.22222222222222,3.72727272727273,4,2.4
"1501",4,1.63636363636364,4,2
"1502",3.22222222222222,3.72727272727273,4,2.4
"1503",3.11111111111111,3.09090909090909,4.57142857142857,3
"1504",1,3,1,1.8
"1505",3.77777777777778,3.18181818181818,5,2.9
"1506",3.33333333333333,2.72727272727273,3.57142857142857,3.2
"1507",2.77777777777778,1.54545454545455,2.85714285714286,1.8
"1508",3.33333333333333,2.63636363636364,2.57142857142857,1.8
"1509",3.77777777777778,2.54545454545455,4,3.1
"1510",3,3.18181818181818,3.42857142857143,3
"1511",3.77777777777778,4.09090909090909,4,3
"1512",4.33333333333333,4.36363636363636,5,1.8
"1513",3,2.54545454545455,3,3
"1514",4,3.09090909090909,4.14285714285714,3.4
"1515",4,3,3,2.4
"1517",1.77777777777778,1.45454545454545,3,1.8
"1518",1.88888888888889,1,5,1.8
"1519",2.55555555555556,1.09090909090909,4,2.4
"1521",3,3,3,3.2
"1522",4.55555555555556,3.63636363636364,4,1.6
"1523",4.44444444444444,3.09090909090909,4,2.4
"1524",3.44444444444444,3.09090909090909,2.85714285714286,2.8
"1525",4,3,4,3
"1526",3.88888888888889,2.27272727272727,5,2.2
"1527",4,3.27272727272727,4,3.7
"1528",3,2.45454545454545,3.28571428571429,3.1
"1529",3,3,3,3.4
"1530",4,3,4,3.6
"1531",3,3,3,1.8
"1532",3.11111111111111,2,3.42857142857143,3.2
"1533",4,3.09090909090909,4,2.9
"1534",3,3,5,4.2
"1535",4,3.18181818181818,4,3.1
"1536",5,5,5,4.2
"1537",4,2,4,3.1
"1538",1.22222222222222,1.63636363636364,2.42857142857143,2.4
"1539",3.22222222222222,2.81818181818182,4,2.5
"1540",4.77777777777778,3.63636363636364,4.14285714285714,4.2
"1541",3,2.36363636363636,4,3.4
"1542",3.55555555555556,1.18181818181818,4,3.5
"1543",4,2.27272727272727,4.14285714285714,3.6
"1544",4,1.54545454545455,5,3
"1545",3,3,3,1.8
"1546",4.33333333333333,3,4,3.6
"1547",4,3,5,3.6
"1548",4,1,3.85714285714286,3.6
"1549",4.22222222222222,3.36363636363636,4,3.3
"1550",3,3,3,1.8
"1551",4,3.72727272727273,4,3.6
"1552",5,3.09090909090909,5,3.7
"1553",2,2.27272727272727,3,1.6
"1555",4,3.81818181818182,5,1.8
"1556",4,2.72727272727273,4,2.7
"1557",4.88888888888889,3.54545454545455,4.14285714285714,2.4
"1558",3,3,5,3
"1559",3.11111111111111,3.36363636363636,3,3
"1561",3.11111111111111,2,3.71428571428571,2.9
"1562",4,3.09090909090909,3.85714285714286,2.2
"1563",4,3.45454545454545,4,3.2
"1564",3.88888888888889,2.81818181818182,3,2.8
"1565",4,4,3,2.4
"1566",3,3.09090909090909,4,3.6
"1567",2,2,4,3.6
"1568",3.88888888888889,3.18181818181818,4,3.8
"1569",4,3,5,3.3
"1570",3.33333333333333,3.63636363636364,5,3.9
"1571",3.33333333333333,1.09090909090909,3.57142857142857,3.1
"1572",5,3.18181818181818,4.28571428571429,3.7
"1573",3,3,4,3
"1574",1,1,4,3.6
"1575",3.55555555555556,3,4.71428571428571,2.6
"1576",5,4.36363636363636,4.85714285714286,4.2
"1577",2,2.36363636363636,3,3
"1578",3.66666666666667,5,5,3.8
"1579",2.88888888888889,2.72727272727273,4,2.4
"1580",2.66666666666667,3.54545454545455,3.85714285714286,3.6
"1581",3,3,4,3.6
"1582",3.88888888888889,3,5,3.6
"1583",3.77777777777778,2.09090909090909,5,1.8
"1584",3.11111111111111,3,4,3
"1585",5,3.63636363636364,5,3.9
"1586",3.33333333333333,3.18181818181818,3,3
"1587",3.88888888888889,2.81818181818182,4.14285714285714,3.3
"1588",5,2.72727272727273,3.85714285714286,1.8
"1589",5,4,5,2.2
"1590",4.22222222222222,3.72727272727273,4,3.4
"1591",4,2.27272727272727,2,1.8
"1592",3,3,3,3
"1593",4,2.36363636363636,4.71428571428571,2.4
"1594",3.66666666666667,2,3.42857142857143,1.9
"1595",3,2,3,2.5
"1596",3,3,3,3
"1597",4,3.54545454545455,4,1.8
"1598",4,3.90909090909091,4,1.6
"1599",3.44444444444444,2.72727272727273,1.85714285714286,2
"1600",4.55555555555556,3.81818181818182,5,2.9
"1601",5,5,3,3
"1602",4,4,3,3
"1603",4,3.36363636363636,2.57142857142857,3
"1604",2.55555555555556,2.18181818181818,3,2.3
"1605",3.55555555555556,3.18181818181818,4,3.3
"1606",3,3,3,3
"1607",3.33333333333333,1.81818181818182,3.85714285714286,2.7
"1609",2.44444444444444,1,4.42857142857143,2.4
"1610",2,3.54545454545455,3,1.8
"1611",5,3.72727272727273,4.28571428571429,2.7
"1612",3,2.81818181818182,4.71428571428571,2.8
"1613",2,2.63636363636364,4,1.9
"1614",3.44444444444444,2.63636363636364,4,3.5
"1615",3,3,3.85714285714286,3
"1616",3.55555555555556,1.27272727272727,4.14285714285714,2.1
"1617",3,3,4,2.4
"1618",5,2.90909090909091,5,2.8
"1621",4.33333333333333,3.36363636363636,4,3.1
"1622",3,3,4,3.7
"1623",3,3.36363636363636,3,3
"1624",3,3,3,3
"1625",3.22222222222222,3.09090909090909,4,3.3
"1626",3.88888888888889,2.45454545454545,4,2.9
"1627",3,3,3,3.6
"1628",3,3,5,1.8
"1629",1.44444444444444,1.54545454545455,4,3.6
"1630",2.77777777777778,3.27272727272727,3.71428571428571,3.1
"1631",2.66666666666667,1.54545454545455,4.71428571428571,3.2
"1632",3,1.45454545454545,4,3.4
"1633",4,3.45454545454545,3.71428571428571,2.8
"1634",3,3.18181818181818,3.28571428571429,2.4
"1635",3,3.09090909090909,3.71428571428571,3
"1636",4,2.72727272727273,4,3.3
"1637",3.11111111111111,2.09090909090909,3.85714285714286,3.1
"1638",4,1.81818181818182,3.71428571428571,3.1
"1639",3.55555555555556,2.18181818181818,5,3.7
"1640",4,1,5,1.8
"1642",2.22222222222222,1.36363636363636,4,2.8
"1643",2,1.63636363636364,3.85714285714286,3
"1644",1,1,1,1
"1645",1,1.36363636363636,4,1.8
"1646",3,3,3,1.8
"1647",1.44444444444444,3.18181818181818,3.57142857142857,1.8
"1648",3.55555555555556,3.54545454545455,4,1
"1649",1,1,5,1.8
"1650",4,1.90909090909091,3.28571428571429,2.4
"1651",3.11111111111111,3.09090909090909,3.57142857142857,2.5
"1652",4,3.18181818181818,5,3.2
"1653",2.66666666666667,2.63636363636364,2.42857142857143,1.8
"1654",3.22222222222222,1,5,1.8
"1655",1,3,5,4.2
"1656",3.55555555555556,3.54545454545455,3.85714285714286,3.8
"1657",2.44444444444444,4,5,3.3
"1658",3,3,3,3
"1659",2.77777777777778,3,3.14285714285714,1.4
"1660",1,1,3,3
"1661",3.11111111111111,2.09090909090909,1.71428571428571,2
"1662",4,2.72727272727273,4.28571428571429,3.3
"1663",2,2.18181818181818,3,2
"1665",3.44444444444444,2.18181818181818,3,3
"1666",4.33333333333333,3.81818181818182,4.42857142857143,1.4
"1667",3.44444444444444,1,3,1.8
"1668",4,2.09090909090909,4,3
"1669",2.55555555555556,3.18181818181818,3.57142857142857,2.6
"1670",3,3,3,3
"1671",1,1.18181818181818,3,1.8
"1673",4.22222222222222,2.36363636363636,4.14285714285714,2.7
"1674",3,3,3,1.8
"1675",4,3.09090909090909,3.14285714285714,3
"1676",2.77777777777778,2.18181818181818,3,1.2
"1677",1.33333333333333,1.27272727272727,4,1.8
"1678",3.77777777777778,3.36363636363636,4.28571428571429,3.9
"1679",4,1.72727272727273,4,3.1
"1680",3,3,3,1.8
"1681",3.22222222222222,2,3.85714285714286,1.8
"1682",3.22222222222222,1,5,1.8
"1683",3,1.54545454545455,4,2.4
"1684",3.11111111111111,2.63636363636364,4.28571428571429,2.3
"1685",3,4.18181818181818,4.14285714285714,4.2
"1687",4,3.90909090909091,5,3.6
"1689",3.33333333333333,2.36363636363636,3,2.8
"1690",3.77777777777778,3.72727272727273,4,3.5
"1691",4,2.90909090909091,5,3.6
"1692",4,2.81818181818182,3.57142857142857,1.6
"1693",3,2.63636363636364,5,3.8
"1694",2.11111111111111,3,3,2.4
"1695",3.66666666666667,2.72727272727273,5,1.8
"1696",2,1.54545454545455,4,3
"1697",5,3,3,4.2
"1699",2.66666666666667,1.90909090909091,4,2.9
"1700",2.33333333333333,2.27272727272727,3,2.4
"1701",3,2.27272727272727,4,3
"1702",1,1,3,1.8
"1703",4,2,4,3
"1704",3,2.18181818181818,3,2.4
"1705",4.11111111111111,3.09090909090909,4,3.8
"1706",3,3,3,2.4
"1707",3.88888888888889,3.27272727272727,4,3.6
"1708",3.77777777777778,2.90909090909091,2.71428571428571,2.6
"1709",3.22222222222222,1.45454545454545,4,1.8
"1710",3,2,2,2.4
"1711",5,3,5,1.8
"1712",1,1,1,1.8
"1713",4,3.09090909090909,3.71428571428571,3.1
"1714",3.11111111111111,2.27272727272727,4,2.1
"1715",3.88888888888889,2.81818181818182,3,2.4
"1716",5,3,3,3
"1717",4,4,4,3
"1718",5,5,3,4.2
"1719",3,3,1,1.8
"1720",1.33333333333333,1.36363636363636,4.14285714285714,2.5
"1721",5,3.72727272727273,3.71428571428571,2.7
"1722",3.33333333333333,2.54545454545455,3.71428571428571,3.5
"1723",4.66666666666667,3.09090909090909,5,3.4
"1724",1.55555555555556,1.54545454545455,4.28571428571429,3.2
"1725",3.88888888888889,2.45454545454545,4,3
"1726",2.44444444444444,1,2,1.8
"1727",3,1.81818181818182,4,3.1
"1728",2.22222222222222,2.27272727272727,4.14285714285714,4.1
"1729",2.88888888888889,3,3,3
"1730",3.33333333333333,2,4,3.6
"1731",3,3.18181818181818,4.42857142857143,2.9
"1732",3.55555555555556,3.09090909090909,4,1.8
"1733",3.33333333333333,4,4,3.6
"1734",4,3.36363636363636,4,2.8
"1735",2.66666666666667,2,5,3.6
"1736",4,3,5,1.8
"1737",2,1,1,1.8
"1738",2.11111111111111,2,4.42857142857143,2.5
"1739",5,5,5,1.8
"1740",1.44444444444444,1.54545454545455,3,3.5
"1741",4,3.36363636363636,4,3
"1742",1.88888888888889,2.18181818181818,3.85714285714286,2.4
"1743",4.88888888888889,2.45454545454545,4.71428571428571,1.7
"1744",4,3.45454545454545,3.85714285714286,3.2
"1746",1,1,5,3
"1747",3.55555555555556,3.63636363636364,4,3.3
"1748",3.66666666666667,3,4.42857142857143,2.9
"1749",4,3.36363636363636,5,3.3
"1750",3.22222222222222,1,4.28571428571429,3.3
"1751",3.11111111111111,2.72727272727273,3.85714285714286,2.9
"1752",3.11111111111111,2.09090909090909,4.14285714285714,3
"1753",4,3.18181818181818,4,3
"1754",4,4,3.28571428571429,2.9
"1755",2.66666666666667,2.90909090909091,4.57142857142857,3.4
"1756",4.11111111111111,3.27272727272727,4.57142857142857,3.6
"1758",4.33333333333333,2.45454545454545,4,2.9
"1760",3.55555555555556,1.90909090909091,4.57142857142857,3.3
"1761",5,3.63636363636364,4.28571428571429,2
"1762",2.33333333333333,2.90909090909091,4.42857142857143,2.9
"1763",4,2.18181818181818,5,2.5
"1764",4,3.18181818181818,4,3
"1765",4.33333333333333,3.63636363636364,4.42857142857143,2.3
"1766",3.44444444444444,1.81818181818182,4,3.5
"1767",3.66666666666667,3,3.85714285714286,2.4
"1768",3.77777777777778,1.72727272727273,3.14285714285714,3
"1769",4.55555555555556,4.27272727272727,5,3.7
"1770",3.44444444444444,3.90909090909091,5,2.9
"1771",3.88888888888889,2.90909090909091,3.71428571428571,2.9
"1772",4.66666666666667,4.45454545454545,5,4.3
"1773",3.44444444444444,3.36363636363636,4.71428571428571,3.2
"1774",3,3,5,3
"1776",3.22222222222222,1.72727272727273,4.14285714285714,1.7
"1777",2.55555555555556,1.81818181818182,4.57142857142857,1.6
"1778",3,2,3.42857142857143,3
"1779",2.22222222222222,3.45454545454545,4.85714285714286,2.3
"1780",3.88888888888889,1.72727272727273,1,1.8
"1781",5,3.36363636363636,4,2
"1782",3.88888888888889,3.72727272727273,4.14285714285714,3.1
"1783",4,3.27272727272727,3.57142857142857,1.6
"1784",4,3.72727272727273,4.57142857142857,3.7
"1785",1,3,3.42857142857143,3.7
"1786",4,3.81818181818182,4,3.6
"1787",4.55555555555556,1.36363636363636,1.42857142857143,1.8
"1788",4.22222222222222,3.90909090909091,4,2.7
"1790",3,2.63636363636364,3,1.8
"1791",3.66666666666667,2.63636363636364,4,1.8
"1792",3,3.72727272727273,4.28571428571429,2.8
"1793",3,2,1,1.8
"1794",4,3.63636363636364,3.57142857142857,2.5
"1795",4.11111111111111,3.63636363636364,3.57142857142857,3
"1796",2,1.36363636363636,1,1.8
"1797",5,4.63636363636364,5,3
"1798",4,3.09090909090909,3,3.4
"1799",5,4.18181818181818,4.85714285714286,1
"1800",4.77777777777778,3.72727272727273,3.85714285714286,4
"1801",2,2,4,2.4
"1802",4,2.27272727272727,3,3
"1803",4.44444444444444,3.36363636363636,1,3.7
"1804",2,1.54545454545455,1,1.8
"1805",3.66666666666667,3,3,2.4
"1806",1,2.63636363636364,1,1.8
"1807",1,2.09090909090909,3,3.3
"1808",2.55555555555556,3,4,2.4
"1809",5,3.45454545454545,4.85714285714286,1.8
"1810",3.11111111111111,3,3.14285714285714,2.7
"1811",1.88888888888889,1.36363636363636,4.14285714285714,2.1
"1812",4.88888888888889,3.63636363636364,4.28571428571429,2.4
"1813",3.66666666666667,3.27272727272727,3.42857142857143,3.5
"1814",3.44444444444444,2.27272727272727,3.85714285714286,1.8
"1815",3.44444444444444,2.45454545454545,4.71428571428571,1.6
"1816",4,3.09090909090909,4,2.2
"1817",2.22222222222222,2.09090909090909,4.85714285714286,2.2
"1818",3.22222222222222,1.72727272727273,4,1.7
"1819",3,1.72727272727273,4,3.7
"1820",2.88888888888889,1.18181818181818,4,2.6
"1821",3.22222222222222,2.63636363636364,4,2.6
"1822",2.11111111111111,2.45454545454545,2.28571428571429,3.1
"1823",2.55555555555556,2.54545454545455,3.28571428571429,3.1
"1824",3,1.63636363636364,4,3
"1825",3,2.63636363636364,4.28571428571429,2.2
"1826",2,2.36363636363636,4,3.5
"1827",2,2,4.57142857142857,2.3
"1828",5,3.45454545454545,3,3.6
"1829",4,3.54545454545455,3.85714285714286,3.6
"1831",3.33333333333333,3.09090909090909,4.57142857142857,4.1
"1832",4,3.63636363636364,5,3.2
"1833",3,2.18181818181818,5,3.1
"1834",3.77777777777778,2.81818181818182,3.28571428571429,3
"1835",4,1.72727272727273,5,1.8
"1836",3,2.18181818181818,4,1.8
"1837",2.66666666666667,1.54545454545455,4,3.6
"1838",4.22222222222222,3.45454545454545,4.14285714285714,3.3
"1839",3.11111111111111,2.36363636363636,4.14285714285714,1.9
"1840",1.11111111111111,1,5,1.8
"1841",3,3,5,3
"1842",3.88888888888889,3.09090909090909,3.28571428571429,2.4
"1843",4.55555555555556,1.72727272727273,4.85714285714286,1.8
"1844",3.55555555555556,3.18181818181818,3.28571428571429,2
"1845",3.66666666666667,2.63636363636364,4,3.7
"1846",4,1.09090909090909,5,3
"1847",1.66666666666667,2.27272727272727,3.57142857142857,2.4
"1848",4,3,4,4.1
"1849",4.22222222222222,3.36363636363636,5,2.2
"1850",3.33333333333333,2.18181818181818,3.57142857142857,1.7
"1851",3.11111111111111,1.09090909090909,5,1.2
"1852",3.55555555555556,2.63636363636364,3.57142857142857,1.8
"1853",3.88888888888889,3.36363636363636,3.85714285714286,3.8
"1854",3.11111111111111,3.36363636363636,4.14285714285714,2.3
"1855",4.11111111111111,3.36363636363636,3.85714285714286,1.2
"1856",4.22222222222222,1.27272727272727,2,1.7
"1857",4,2.81818181818182,3.28571428571429,1.8
"1858",3.44444444444444,1.81818181818182,3.28571428571429,1.3
"1859",3.44444444444444,3.54545454545455,4.14285714285714,1.8
"1860",3.55555555555556,1.54545454545455,4,3.6
"1861",2.22222222222222,1.63636363636364,2.57142857142857,1.8
"1862",4,3.27272727272727,3.57142857142857,3
"1863",3,2,3.42857142857143,3
"1864",1.33333333333333,1.63636363636364,1.71428571428571,1.8
"1865",1.33333333333333,1.36363636363636,1.28571428571429,1.8
"1866",3.66666666666667,2.18181818181818,4,2.3
"1867",2.33333333333333,2.90909090909091,3.28571428571429,1.8
"1868",3.66666666666667,3,3.57142857142857,2.8
"1869",4.66666666666667,3,2.85714285714286,1.6
"1870",2.11111111111111,3,4,3
