"","nsp","hom","cm","my"
"637",4.22222222222222,2.27272727272727,4.14285714285714,1.8
"638",5,3.45454545454545,4,2.7
"639",3,3.18181818181818,3,3
"640",3.66666666666667,1,4.57142857142857,3.7
"641",4,3.18181818181818,4,1.8
"642",4,3.27272727272727,4,1.8
"643",3,4,3,3
"644",2,2.27272727272727,3,2.4
"645",2.66666666666667,2.72727272727273,4,3
"646",3,3,3,3
"647",3.44444444444444,3.09090909090909,3,3.3
"648",4.77777777777778,1.90909090909091,4.42857142857143,1.8
"649",4,2.09090909090909,3.85714285714286,1.9
"650",3,2.27272727272727,4,2.4
"651",3.77777777777778,2.81818181818182,3.71428571428571,3
"652",3.22222222222222,3,1,3
"653",3.44444444444444,2.63636363636364,4,2.3
"654",2,1.36363636363636,3.85714285714286,4.4
"655",3.44444444444444,1.54545454545455,4.71428571428571,1.8
"657",4.11111111111111,2.90909090909091,4.28571428571429,2.6
"658",3.44444444444444,3.18181818181818,3.71428571428571,3.1
"659",3,3.18181818181818,4.14285714285714,3.1
"660",3,1.27272727272727,5,3.2
"661",3,3,4.14285714285714,3
"662",1,1.54545454545455,4,2.7
"663",1,5,5,1.8
"664",4.33333333333333,3,5,1.8
"665",2.44444444444444,2.18181818181818,3,2.4
"666",3.88888888888889,1.36363636363636,3.71428571428571,3.1
"667",2.55555555555556,1.81818181818182,5,1
"668",3,2.27272727272727,5,1.8
"669",1,1.63636363636364,3.42857142857143,1.9
"670",4.55555555555556,2.81818181818182,3.85714285714286,3.7
"671",2.22222222222222,2.36363636363636,5,2.9
"672",1.88888888888889,2,3.85714285714286,3
"673",5,3.45454545454545,5,3
"674",3.55555555555556,2.54545454545455,4.28571428571429,3.5
"675",1.55555555555556,1.54545454545455,4,3.5
"676",2,2,4,1.6
"677",3.33333333333333,3.54545454545455,3,3
"678",2.22222222222222,1.72727272727273,3,1.9
"679",3.33333333333333,3,4,2.5
"680",4,1.54545454545455,5,2.6
"681",2.11111111111111,2.27272727272727,3,3.1
"682",2.88888888888889,3.27272727272727,4,3.6
"683",5,3.36363636363636,4.28571428571429,2.8
"684",3.55555555555556,2.72727272727273,3,3.6
"685",3.44444444444444,3,4,3
"686",4.22222222222222,2.81818181818182,3.85714285714286,3.9
"687",3.11111111111111,3,3.42857142857143,3.3
"688",3,3,4,3
"689",2.44444444444444,2.18181818181818,3.28571428571429,2.5
"690",2.33333333333333,2.18181818181818,2.14285714285714,2.2
"691",4,3,4.28571428571429,3
"693",2.22222222222222,1.54545454545455,1,1.8
"694",3,2.90909090909091,1,1.8
"695",4,4,5,2.3
"696",1,1.36363636363636,1,1.8
"697",2.88888888888889,3,3.71428571428571,1.8
"698",3,3,4,2.4
"699",4,1.72727272727273,4,3.6
"700",4.33333333333333,1.90909090909091,4.28571428571429,3
"701",3.55555555555556,1.72727272727273,3.14285714285714,1.6
"702",1.22222222222222,1.09090909090909,3.42857142857143,1.8
"703",4.11111111111111,2.18181818181818,3,3.4
"704",3,2,1,1.8
"705",4.66666666666667,2.90909090909091,4,2.5
"706",3.66666666666667,3,3,2.9
"707",3.11111111111111,2.81818181818182,4,2.6
"708",4,3.81818181818182,4.14285714285714,3
"709",3.55555555555556,3.09090909090909,3.71428571428571,4.1
"710",4,3.81818181818182,3.57142857142857,3.1
"711",4,1.18181818181818,3,3
"712",3,3,3,1.8
"713",2.44444444444444,3.27272727272727,3.85714285714286,1.4
"714",3,3,3,1.4
"715",3.88888888888889,3.09090909090909,3.71428571428571,3
"716",4.55555555555556,3.45454545454545,3,3.8
"717",4,2.45454545454545,4.14285714285714,2.8
"718",3,2.09090909090909,3.14285714285714,2.2
"721",4.22222222222222,3.54545454545455,4,2.4
"722",4,2.09090909090909,5,2.7
"723",2.66666666666667,1.72727272727273,3.85714285714286,3.3
"724",3.77777777777778,3.09090909090909,4,4
"725",3.77777777777778,2,3.71428571428571,3
"726",4,2.09090909090909,4.14285714285714,1.9
"728",3.88888888888889,2.27272727272727,4.57142857142857,4
"729",2.88888888888889,1.36363636363636,4.28571428571429,3.2
"730",4,1.72727272727273,4,2.3
"731",4.88888888888889,3.09090909090909,4.14285714285714,3.1
"732",3.77777777777778,2.90909090909091,4.42857142857143,3.1
"733",2.55555555555556,2.09090909090909,3.85714285714286,3.8
"734",4,2.18181818181818,4,2.8
"735",3.11111111111111,2.45454545454545,4.42857142857143,3.9
"736",3.88888888888889,3.63636363636364,5,3.4
"737",3.55555555555556,2.63636363636364,3.57142857142857,3
"738",4,3.27272727272727,3.71428571428571,3.6
"739",4.44444444444444,3.27272727272727,4.57142857142857,3.7
"740",4,3.18181818181818,4,4
"741",3,2.81818181818182,2.42857142857143,3.2
"742",3.77777777777778,2.18181818181818,4.28571428571429,2.7
"743",3.33333333333333,3.27272727272727,4.14285714285714,3
"745",4,3.81818181818182,4,3.2
"746",1,1.36363636363636,3.28571428571429,2.7
"747",1,1,3.71428571428571,1.8
"748",3.77777777777778,2.45454545454545,4,2.4
"749",1,3,3,2.4
"750",1.77777777777778,2.18181818181818,4,1.8
"751",3.44444444444444,5,5,3.5
"752",3,3,4,1.7
"753",2.33333333333333,1.36363636363636,4,3.2
"754",3,4,3,3
"755",4,3.18181818181818,4,3.6
"756",3,3,3,3
"757",1,1,1,1.8
"758",3.44444444444444,2.72727272727273,3,3
"760",3,2.36363636363636,2.85714285714286,3
"761",3.77777777777778,2.72727272727273,4.14285714285714,3.2
"762",3,3,3,3.6
"763",2.77777777777778,3.18181818181818,4.42857142857143,3.4
"764",3.55555555555556,3,5,3.3
"765",4.77777777777778,2.90909090909091,5,1.8
"766",4,3,5,2.8
"767",1,1,4,1.8
"768",1,2.18181818181818,1,2.4
"769",3,3,3,3
"770",3,2.90909090909091,3,3
"771",5,5,3,3
"772",5,3,3,3
"773",4.66666666666667,3.63636363636364,4.28571428571429,3.2
"775",3.44444444444444,3.45454545454545,4,3
"776",3.88888888888889,2.81818181818182,3,3.8
"777",3,3,4,3.5
"778",3.66666666666667,3.36363636363636,3.57142857142857,3.5
"779",2.66666666666667,1.45454545454545,3.71428571428571,3.4
"780",3.44444444444444,1.09090909090909,5,3.4
"781",3,2.90909090909091,3,2.8
"782",3.11111111111111,3.36363636363636,4,3.7
"783",3.22222222222222,2.45454545454545,4,3
"784",4,2.27272727272727,5,3
"785",3.22222222222222,3.18181818181818,3.28571428571429,2.3
"786",2,2.36363636363636,4,2.8
"787",2.22222222222222,2,2,2.4
"788",2.88888888888889,2.36363636363636,4,2.4
"789",3.11111111111111,2.81818181818182,4.42857142857143,2.7
"790",3.55555555555556,2.90909090909091,2.14285714285714,2.1
"791",2.55555555555556,3,4,2.3
"793",3,1.27272727272727,1,3.1
"795",5,2.27272727272727,4.14285714285714,1.8
"796",2,2.18181818181818,1,1.8
"797",3,3.09090909090909,4,2.3
"798",3.44444444444444,2.90909090909091,1.71428571428571,3.5
"799",2,1.90909090909091,3,3
"800",4.11111111111111,2.09090909090909,4.28571428571429,1.8
"801",2,3.36363636363636,3,4
"802",3.88888888888889,2.90909090909091,5,2.1
"803",3.88888888888889,2.81818181818182,4,2.5
"804",2,1.18181818181818,5,1.8
"805",4.88888888888889,3.36363636363636,4,3
"806",4,2.09090909090909,2,1.8
"807",3,2.90909090909091,2.85714285714286,1.8
"808",3,2.81818181818182,1.85714285714286,1.8
"809",4,3.09090909090909,4,2.6
"810",3,3,3,3
"811",2,3,3,3
"812",2,1,3,1.8
"813",2,2,4,3
"814",2.77777777777778,2.72727272727273,4.85714285714286,3
"815",4,3.18181818181818,4.85714285714286,3.6
"816",3.77777777777778,3.09090909090909,2,2.4
"817",3.11111111111111,1.54545454545455,5,3
"818",3.66666666666667,1.90909090909091,3,2.2
"819",4,2.36363636363636,3,2.6
"820",3,3,4,2.4
"821",3,3,3,2
"822",4.33333333333333,1.63636363636364,2.14285714285714,2.9
"823",3.88888888888889,3.27272727272727,3.71428571428571,2
"824",3.77777777777778,3.09090909090909,4,3.5
"825",2,1.72727272727273,3.71428571428571,3.1
"826",3.33333333333333,3.27272727272727,4.85714285714286,3.1
"827",4,3.54545454545455,4.57142857142857,2.1
"828",4.66666666666667,3.81818181818182,2.71428571428571,2
"829",2.55555555555556,1,3.14285714285714,3
"830",4,3.81818181818182,4,3.8
"831",4,3,4,3
"832",3.88888888888889,3.54545454545455,4.57142857142857,2.4
"833",2,2.36363636363636,4,2.2
"834",2,2,3,2.4
"835",4,3.09090909090909,4,2.4
"836",4.11111111111111,1.63636363636364,4,2.8
"837",3,2.27272727272727,4,2.7
"838",3.33333333333333,2.45454545454545,4.28571428571429,3.5
"839",4.22222222222222,2.90909090909091,4,3
"840",3.33333333333333,1.27272727272727,3.42857142857143,3.8
"841",3,1.36363636363636,5,1.8
"842",4,2.36363636363636,3.42857142857143,3
"843",4,2.45454545454545,3,3
"844",3,3.09090909090909,4,3
"845",4,3.09090909090909,4,3
"846",4.44444444444444,2.09090909090909,3.28571428571429,1.8
"847",2.11111111111111,2.54545454545455,3.85714285714286,1.8
"848",3.11111111111111,2.72727272727273,3,3
"849",3.88888888888889,3.18181818181818,4,3
"850",4,3.09090909090909,4,3
"851",3.11111111111111,2.18181818181818,4,3.5
"852",3,2.09090909090909,4,3.2
"853",3.77777777777778,3.09090909090909,4,3.6
"854",2.66666666666667,2.36363636363636,3.71428571428571,3.3
"855",4,1.72727272727273,4.42857142857143,2.7
"856",2.88888888888889,2,3.85714285714286,2.2
"857",3.66666666666667,2.72727272727273,3.85714285714286,2.9
"858",1,1.09090909090909,5,1.8
"859",4,3,3.14285714285714,2.9
"860",5,4.18181818181818,3.28571428571429,2.7
"861",5,1.36363636363636,5,4.1
"862",4,2.63636363636364,4.28571428571429,1.8
"863",4,4.09090909090909,5,1.8
"864",4,3.09090909090909,3.71428571428571,3.6
"865",3.11111111111111,3,3.42857142857143,3
"866",4,3.45454545454545,5,1.3
"867",2,1.36363636363636,5,1.8
"868",4,2.63636363636364,5,4.2
"869",4,2.72727272727273,3.28571428571429,2
"870",3,3.09090909090909,3.14285714285714,2.4
"871",4.22222222222222,3.36363636363636,2.28571428571429,2.7
"872",3,3.18181818181818,2.14285714285714,3
"873",2.22222222222222,2.72727272727273,3.57142857142857,2.9
"874",3,3,4,2.4
"875",4,3.18181818181818,4,1.8
"876",1,1,4.71428571428571,1.8
"877",3.88888888888889,3,4.71428571428571,2.2
"878",3,1.27272727272727,3,3
"879",3,2.09090909090909,3,3
"880",4,1.54545454545455,4,1.7
"881",4,3.45454545454545,4,3.6
"882",3,2.90909090909091,4,2.8
"883",3,3.27272727272727,3.42857142857143,1.7
"884",3,1.63636363636364,1.85714285714286,1.9
"885",3.88888888888889,3.81818181818182,3.85714285714286,3.3
"886",3.22222222222222,2,3.42857142857143,3.2
"887",3.33333333333333,2.63636363636364,3.57142857142857,1.9
"888",3,2.27272727272727,4,3.2
"889",4.55555555555556,2.18181818181818,4.42857142857143,1.2
"890",3.44444444444444,1.36363636363636,3,3
"891",3.22222222222222,1.36363636363636,4.42857142857143,1.7
"892",4,4,4,2.4
"893",5,3.36363636363636,5,3
"894",3.33333333333333,1.27272727272727,4,1.8
"895",3,3,5,3
"896",2.11111111111111,1.27272727272727,3,1.6
"897",3,2.63636363636364,3,2.4
"898",3.55555555555556,2.45454545454545,4,2.3
"899",2,1,3,1.8
"900",3.33333333333333,3.18181818181818,3.28571428571429,2.9
"901",3.22222222222222,3,3,3.5
"902",2,2.45454545454545,3.42857142857143,1.8
"903",5,3.09090909090909,3.85714285714286,3
"904",3.88888888888889,3.90909090909091,3.42857142857143,3.3
"905",1,3.54545454545455,3,1.8
"906",3.33333333333333,2.27272727272727,3,2.3
"907",4.88888888888889,2.90909090909091,3.85714285714286,2.7
"908",1,1.54545454545455,4.14285714285714,3
"909",3.88888888888889,2.45454545454545,4,3.8
"911",3.22222222222222,3.45454545454545,3.71428571428571,2.7
"912",3,2.90909090909091,4,3
"913",1,1,4,3
"914",3.44444444444444,2.81818181818182,4,2.8
"915",2.33333333333333,3,3,3
"916",3.77777777777778,2.63636363636364,3.57142857142857,3.2
"917",5,3.36363636363636,4,3
"918",1.11111111111111,1.72727272727273,5,1.8
"919",3.55555555555556,3,4.42857142857143,3.3
"920",3.66666666666667,3.54545454545455,4.28571428571429,2
"921",3.88888888888889,3.27272727272727,4.14285714285714,2.2
"922",1,2.36363636363636,5,1.8
"923",2.33333333333333,2.72727272727273,4,1.8
"924",2.11111111111111,2.54545454545455,4,2.8
"925",4,2.45454545454545,3.71428571428571,1.9
"926",4,2.81818181818182,3,3
"927",5,3.09090909090909,3,1.4
"928",3.77777777777778,1,3,3
"929",3.22222222222222,3.36363636363636,2,1.8
"930",2,1.36363636363636,1,1.8
"931",3,3,3,3
"932",3,2.45454545454545,4,2.8
"933",2,2.27272727272727,4,1.8
"934",3,4,5,3
"935",1,3,5,3
"936",4.22222222222222,2.45454545454545,4.28571428571429,1.8
"937",5,5,2,3.4
"938",3.77777777777778,3.09090909090909,3,3
"939",3.77777777777778,3.27272727272727,3.57142857142857,3
"940",3.44444444444444,3.27272727272727,4.28571428571429,2.5
"941",2,1.45454545454545,4,3.1
"942",3.77777777777778,2.90909090909091,3,3.5
"943",4,1,5,3.6
"944",3,3,3,3
"945",1,1.63636363636364,1,1.8
"946",3.66666666666667,3.09090909090909,4,2.9
"947",3.22222222222222,4.27272727272727,4,3
"948",2.44444444444444,1.18181818181818,3.71428571428571,2.3
"949",2.88888888888889,2.27272727272727,3.57142857142857,1.8
"950",2.66666666666667,2,4,1.8
"951",4,2.09090909090909,4,3
"952",3,3,3,2.2
"953",3.88888888888889,2.18181818181818,5,1.8
"954",2.11111111111111,1.90909090909091,5,2
"955",1.77777777777778,1.18181818181818,4.85714285714286,1.8
"957",3.66666666666667,3.63636363636364,4,3
"958",3.88888888888889,2.27272727272727,4,3
"959",4.77777777777778,1.09090909090909,3,3
"960",2.44444444444444,2.27272727272727,2.85714285714286,2.2
"961",3,2.27272727272727,3,3.2
"962",3,2.81818181818182,4.28571428571429,2.8
"963",5,4.09090909090909,5,3.9
"964",3,3,3,1.8
"966",4.77777777777778,4.18181818181818,5,4.7
"967",5,3.45454545454545,4.42857142857143,3.6
"968",3.33333333333333,2,4.28571428571429,2.1
"969",3.33333333333333,3,5,1.8
"970",5,1,5,4.2
"971",3,3,4,2.4
"972",5,3.81818181818182,5,2.2
"973",1,2.18181818181818,4,1.2
"974",3,1.54545454545455,1.57142857142857,1.8
"975",1,1,5,1.8
"976",1,2.09090909090909,5,3.4
"977",3.44444444444444,2.54545454545455,4,1.8
"978",4,2.27272727272727,2.42857142857143,1.8
"979",5,2.81818181818182,3,1.8
"980",1,3,4,3
"981",4,1.27272727272727,3.42857142857143,1.8
"982",3,4,4,2.4
"983",1,1,1,1.8
"984",3,5,5,2.4
"985",3,3.45454545454545,5,2.4
"986",3,3,4.71428571428571,2.8
"987",3.77777777777778,3.72727272727273,5,3
"988",4,2.81818181818182,3.71428571428571,3.1
"989",4,3,5,2.4
"990",3,1.45454545454545,4,3.6
"991",3.44444444444444,2,4.42857142857143,3.5
"992",5,5,5,1.8
"993",2,1.18181818181818,4.85714285714286,4.1
"994",4.11111111111111,3.63636363636364,4.14285714285714,2
"995",3.44444444444444,2.54545454545455,4,3.7
"996",3.77777777777778,3.63636363636364,4.28571428571429,3.5
"997",3.77777777777778,2.18181818181818,4,3.9
"998",4.77777777777778,4.72727272727273,5,3
"999",3,2,3.28571428571429,2.4
"1000",2,2.09090909090909,3,1.8
"1001",3,2,3,1.8
"1002",3.77777777777778,3.18181818181818,3.71428571428571,2.9
"1003",3.55555555555556,2.81818181818182,4,2.4
"1004",3.11111111111111,1,4.71428571428571,1.8
"1005",3.77777777777778,2.72727272727273,4.57142857142857,1.7
"1006",4,3.36363636363636,3,3
"1007",3.66666666666667,2.09090909090909,3.85714285714286,3.8
"1008",3,2.27272727272727,3.14285714285714,2.4
"1009",3.88888888888889,2.72727272727273,4.14285714285714,3.5
"1010",3.44444444444444,2.90909090909091,3.28571428571429,3.1
"1011",4,2.45454545454545,2.71428571428571,3.6
"1012",4,2.90909090909091,5,3.5
"1013",3,1.72727272727273,4,2.6
"1014",1,1,4,1.2
"1015",4,3.36363636363636,4.42857142857143,3
"1016",3.33333333333333,2.27272727272727,4,3.1
"1017",4,4,4.42857142857143,4
"1018",4.55555555555556,3.90909090909091,4.71428571428571,3
"1019",1.11111111111111,1.27272727272727,3,1.6
"1020",4,4.18181818181818,5,3.5
"1021",3.88888888888889,3.09090909090909,5,3.2
"1022",5,4.27272727272727,4.42857142857143,3.3
"1023",3.88888888888889,3,4,3.6
"1024",4.77777777777778,2.81818181818182,5,3.8
"1025",2.88888888888889,3.09090909090909,3.28571428571429,2.8
"1026",3,3,3,3
"1027",5,4.18181818181818,4.57142857142857,1.4
"1028",1,4,5,4.2
"1029",4.77777777777778,5,5,4.3
"1030",4.66666666666667,3.63636363636364,5,4.4
"1031",3,2.18181818181818,3,3
"1032",4.55555555555556,3.81818181818182,5,3.7
"1033",4,4,4,3.6
"1034",4,3.27272727272727,5,3.2
"1035",2.77777777777778,2.81818181818182,4.14285714285714,2.3
"1036",5,4.45454545454545,5,3
"1038",4,1.90909090909091,5,3.2
"1039",5,5,5,4.2
"1040",5,4.72727272727273,5,3.6
"1041",3.66666666666667,3,2.28571428571429,3.1
"1042",4,3.45454545454545,3,3
"1043",3.55555555555556,2.90909090909091,4.57142857142857,2.8
"1044",5,3.45454545454545,4,3.2
"1045",3,3,5,4.2
"1046",3.33333333333333,1.90909090909091,4,3.5
"1047",3,2.27272727272727,4.42857142857143,2.5
"1048",4.55555555555556,3.72727272727273,3.85714285714286,3.9
"1049",3,3.09090909090909,2.85714285714286,2.9
"1050",3,2.36363636363636,3.85714285714286,3.2
"1051",4,3.72727272727273,3.85714285714286,3.8
"1052",1.44444444444444,2.81818181818182,3.57142857142857,4.1
"1053",5,4.36363636363636,5,2.8
"1054",1,1,3,1.8
"1055",3.22222222222222,3.90909090909091,5,2.9
"1056",3.44444444444444,2.36363636363636,5,2.5
"1057",3.88888888888889,2.63636363636364,4,3.2
"1058",4,3.45454545454545,4.42857142857143,2.8
"1059",3.33333333333333,1.18181818181818,2.71428571428571,1.8
"1060",3.44444444444444,3.36363636363636,3.85714285714286,3.4
"1061",5,4.09090909090909,5,2.8
"1063",3,3,4.14285714285714,3
"1064",4.22222222222222,4.27272727272727,5,2.2
"1065",2.44444444444444,1,2.85714285714286,1.8
"1067",3,2,3,2.4
"1068",4.22222222222222,2.90909090909091,3.57142857142857,2
"1069",1,3.36363636363636,5,3.1
"1070",1,1,5,1.8
"1071",3,3,3,1.8
"1073",2.66666666666667,3.18181818181818,4,3.4
"1074",3.22222222222222,3,4.14285714285714,3.7
"1075",4,4,5,2.7
"1076",3.77777777777778,1,5,2.3
"1077",2.88888888888889,1,4.42857142857143,3.7
"1078",3.88888888888889,3.90909090909091,4.28571428571429,3.3
"1079",3.88888888888889,3,2.71428571428571,3.6
"1081",4,3.72727272727273,4,2.4
"1082",2.88888888888889,3.27272727272727,4,3.6
"1083",3,3,4,3
"1084",3.55555555555556,2.36363636363636,4,2.7
"1085",3.33333333333333,2.81818181818182,4,1.9
"1086",3,2,4.42857142857143,1.8
"1087",2.22222222222222,1.81818181818182,3,2.7
"1088",3.11111111111111,2,3.85714285714286,2.4
"1089",3.11111111111111,2.54545454545455,5,3.6
"1090",1.77777777777778,2.27272727272727,2.42857142857143,2.7
"1091",3.22222222222222,1,5,2.6
"1092",3.77777777777778,3.36363636363636,4,3.1
"1093",1,2.36363636363636,5,1.4
"1094",3.22222222222222,1.81818181818182,4,2.4
"1095",2.22222222222222,1.27272727272727,4.28571428571429,2.5
"1096",2.33333333333333,2.54545454545455,3.85714285714286,3.1
"1097",2.22222222222222,2.36363636363636,4,3.2
"1100",3,2.63636363636364,4,2.9
"1101",3,3,3,3.8
"1102",3.77777777777778,3,4.42857142857143,3
"1103",2.88888888888889,3.27272727272727,4,3.2
"1104",3.88888888888889,2.36363636363636,4.85714285714286,3
"1105",4,3.90909090909091,5,2.9
"1106",3.77777777777778,2.90909090909091,3.71428571428571,3.5
"1108",3.55555555555556,3,3.28571428571429,1.6
"1109",2,1.45454545454545,4,3
"1110",4.88888888888889,3.90909090909091,5,2.6
"1111",3.77777777777778,1.09090909090909,3.85714285714286,3.9
"1112",4,2.81818181818182,3.14285714285714,2.9
"1113",4.33333333333333,3.36363636363636,4.71428571428571,3.2
"1114",4.33333333333333,3.45454545454545,4.28571428571429,3.6
"1115",3,3,4,3.6
"1116",4.33333333333333,3.27272727272727,5,3
"1117",1,1,1,1.8
"1118",3.11111111111111,1.63636363636364,4,1.8
"1119",1.66666666666667,1.54545454545455,3.57142857142857,2.6
"1120",4.33333333333333,2.36363636363636,1.71428571428571,1.8
"1121",3.11111111111111,2.72727272727273,3.42857142857143,2.9
"1124",3.11111111111111,3.63636363636364,4.28571428571429,4
